,actualDelay,areaId,areaId1,areaId2,areaId3,atStop,busStop,congestion,coordinates,datetime,day,dayOfWeek,delay,delay_interval,directionLine,distanceCovered,ellapsedTime,event_around,event_around_bool,gridID,hour,id,journeyPatternId,justLeftStop,justStopped,latitude,lineId,longitude,minute,month,patternLine,relevant_tweet,relevant_tweet_bool,vehicleId,vehicleSpeed,year
IG80PHcBXOWlsYmdMijb,0.0,18278.0,17.0,285.0,4569.0,0.0,51.0,0.0,"[-6.261312, 53.359785]",2017-07-03 19:14:46,3.0,2.0,76.0,5.0,0,0.035811338237584575,20000.0,no,0.0,"156,111",19.0,595a89a9e45b4b17bd065e70,01220001,0.0,0.0,53.359785,122,-6.261312,14.0,7.0,0122,no,0.0,33594.0,0.0,2017.0
bG80PHcBXOWlsYmdMijb,0.0,17919.0,17.0,279.0,4479.0,0.0,4456.0,0.0,"[-6.264732, 53.342138]",2017-07-03 19:14:49,3.0,2.0,-79.0,3.0,0,0.03049216849789001,20000.0,no,0.0,"155,101",19.0,595a89ade45b4b17bd065ebd,01220001,1.0,0.0,53.342138,122,-6.264732,14.0,7.0,0122,no,0.0,33446.0,0.0,2017.0
t280PHcBXOWlsYmdMijb,0.0,3756.0,14.0,234.0,3756.0,0.0,1418.0,0.0,"[-6.32286, 53.330103]",2017-07-03 19:14:53,3.0,2.0,-367.0,1.0,0,0.12532792300178916,21000.0,no,0.0,"135,94",19.0,595a89b5e45b4b17bd065f0a,01220001,0.0,0.0,53.330103,122,-6.32286,14.0,7.0,0122,no,0.0,44003.0,0.0,2017.0
Km80PHcBXOWlsYmdMiam,0.0,73069.0,17.0,285.0,4566.0,0.0,1278.0,0.0,"[-6.259467, 53.348448]",2017-07-03 16:57:00,3.0,2.0,471.0,7.0,0,0.01625224944889973,30000.0,no,0.0,"157,104",16.0,595a71e1e45b4b17bd0390ea,01220001,1.0,0.0,53.348448,122,-6.259467,57.0,7.0,0122,no,0.0,33594.0,0.0,2017.0
s280PHcBXOWlsYmdMinc,0.0,18277.0,17.0,285.0,4569.0,0.0,51.0,0.0,"[-6.261644, 53.359261]",2017-07-03 19:15:06,3.0,2.0,76.0,5.0,0,0.06229233086152506,20000.0,no,0.0,"156,110",19.0,595a89b9e45b4b17bd066015,01220001,0.0,0.0,53.359261,122,-6.261644,15.0,7.0,0122,no,0.0,33594.0,0.0,2017.0
AW80PHcBXOWlsYmdMirc,22.0,17919.0,17.0,279.0,4479.0,0.0,4456.0,0.0,"[-6.264912, 53.341958]",2017-07-03 19:15:08,3.0,2.0,-57.0,4.0,0,0.023310940819999872,19000.0,no,0.0,"155,101",19.0,595a89bde45b4b17bd066068,01220001,0.0,0.0,53.341958,122,-6.264912,15.0,7.0,0122,no,0.0,33446.0,0.0,2017.0
ZG80PHcBXOWlsYmdMirc,0.0,15022.0,14.0,234.0,3755.0,0.0,5149.0,0.0,"[-6.323457, 53.329893]",2017-07-03 19:15:13,3.0,2.0,-367.0,1.0,0,0.04601035245194831,20000.0,no,0.0,"135,94",19.0,595a89c5e45b4b17bd0660cf,01220001,0.0,0.0,53.329893,122,-6.323457,15.0,7.0,0122,no,0.0,44003.0,0.0,2017.0
CG80PHcBXOWlsYmdMyuW,0.0,4450.0,17.0,277.0,4450.0,1.0,1701.0,0.0,"[-6.31308, 53.366513]",2017-07-03 12:04:09,3.0,2.0,-15.0,4.0,0,0.0,0.0,no,0.0,"139,114",12.0,595a24bce45b4b2ea81b0c1d,01220001,0.0,0.0,53.366513,122,-6.31308,4.0,7.0,0122,no,0.0,33589.0,0.0,2017.0
CW80PHcBXOWlsYmdMyuW,0.0,17919.0,17.0,279.0,4479.0,0.0,1284.0,0.0,"[-6.266087, 53.338629]",2017-07-03 12:04:09,3.0,2.0,203.0,6.0,0,0.0,0.0,no,0.0,"154,99",12.0,595a24bce45b4b2ea81b0c1e,01220001,0.0,0.0,53.338629,122,-6.266087,4.0,7.0,0122,no,0.0,33440.0,0.0,2017.0
om80PHcBXOWlsYmdMyyW,0.0,4450.0,17.0,277.0,4450.0,0.0,1702.0,0.0,"[-6.311853, 53.366101]",2017-07-03 12:04:32,3.0,2.0,-15.0,4.0,0,0.09341587106144432,23000.0,no,0.0,"139,114",12.0,595a24d4e45b4b2ea81b0dcb,01220001,1.0,0.0,53.366101,122,-6.311853,4.0,7.0,0122,no,0.0,33589.0,0.0,2017.0
sG80PHcBXOWlsYmdMyyW,0.0,15188.0,14.0,236.0,3796.0,1.0,1284.0,0.0,"[-6.265984, 53.33806]",2017-07-03 12:04:33,3.0,2.0,203.0,6.0,0,0.06363840827195193,24000.0,no,0.0,"154,99",12.0,595a24d8e45b4b2ea81b0dd9,01220001,0.0,1.0,53.33806,122,-6.265984,4.0,7.0,0122,no,0.0,33440.0,0.0,2017.0
UG80PHcBXOWlsYmdMy_K,-20.0,17936.0,17.0,279.0,4483.0,0.0,83.0,0.0,"[-6.265824, 53.360283]",2017-07-03 16:57:11,3.0,2.0,-85.0,3.0,0,0.11288671548303635,12000.0,no,0.0,"154,111",16.0,595a71e1e45b4b17bd03924b,01220001,0.0,0.0,53.360283,122,-6.265824,57.0,7.0,0122,no,0.0,33440.0,0.0,2017.0
jm80PHcBXOWlsYmdMy_K,-16.0,73069.0,17.0,285.0,4566.0,0.0,1278.0,0.0,"[-6.258729, 53.346972]",2017-07-03 16:57:14,3.0,2.0,455.0,7.0,0,0.171278604862856,14000.0,no,0.0,"157,104",16.0,595a71e1e45b4b17bd03928d,01220001,0.0,0.0,53.346972,122,-6.258729,57.0,7.0,0122,no,0.0,33594.0,0.0,2017.0
-m80PHcBXOWlsYmdMy_K,-33.0,15155.0,14.0,236.0,3788.0,0.0,1363.0,0.0,"[-6.284932, 53.331813]",2017-07-03 16:57:31,3.0,2.0,-148.0,3.0,0,0.25592989197408256,39000.0,no,0.0,"148,95",16.0,595a71e2e45b4b17bd0392fc,01220001,0.0,0.0,53.331813,122,-6.284932,57.0,7.0,0122,no,0.0,44133.0,0.0,2017.0
W280PHcBXOWlsYmdMzDL,0.0,4452.0,17.0,277.0,4452.0,0.0,73.0,0.0,"[-6.301336, 53.36734]",2017-07-03 16:57:38,3.0,2.0,50.0,4.0,0,0.0,0.0,no,0.0,"143,115",16.0,595a71e2e45b4b17bd03935d,01220001,0.0,0.0,53.36734,122,-6.301336,57.0,7.0,0122,no,0.0,44138.0,0.0,2017.0
1m80PHcBXOWlsYmdMy2X,20.0,73066.0,17.0,285.0,4566.0,1.0,263.0,0.0,"[-6.262555, 53.353658]",2017-07-03 12:04:56,3.0,2.0,-240.0,2.0,0,0.0,29000.0,no,0.0,"155,107",12.0,595a24ebe45b4b2ea81b0f09,01220001,0.0,0.0,53.353658,122,-6.262555,4.0,7.0,0122,no,0.0,44010.0,0.0,2017.0
o280PHcBXOWlsYmdNDek,-18.0,73067.0,17.0,285.0,4566.0,0.0,271.0,0.0,"[-6.261615, 53.352862]",2017-07-03 12:05:10,3.0,2.0,-258.0,2.0,0,0.10828878618072445,14000.0,no,0.0,"156,107",12.0,595a24fae45b4b2ea81b1123,01220001,1.0,0.0,53.352862,122,-6.261615,5.0,7.0,0122,no,0.0,44010.0,0.0,2017.0
cG80PHcBXOWlsYmdMzXt,0.0,15022.0,14.0,234.0,3755.0,0.0,1419.0,0.0,"[-6.322973, 53.327711]",2017-07-03 19:15:53,3.0,2.0,-367.0,1.0,0,0.0,0.0,no,0.0,"135,93",19.0,595a89ede45b4b17bd066436,01220001,0.0,0.0,53.327711,122,-6.322973,15.0,7.0,0122,no,0.0,44003.0,0.0,2017.0
0m80PHcBXOWlsYmdNDil,0.0,73067.0,17.0,285.0,4566.0,0.0,271.0,0.0,"[-6.261234, 53.352484]",2017-07-03 12:05:30,3.0,2.0,-258.0,2.0,0,0.0,0.0,no,0.0,"156,107",12.0,595a250ce45b4b2ea81b1258,01220001,0.0,0.0,53.352484,122,-6.261234,5.0,7.0,0122,no,0.0,44010.0,0.0,2017.0
Qm80PHcBXOWlsYmdNDml,0.0,15188.0,14.0,236.0,3796.0,0.0,1285.0,0.0,"[-6.265915, 53.337884]",2017-07-03 12:05:32,3.0,2.0,246.0,6.0,0,0.0,0.0,no,0.0,"154,99",12.0,595a2514e45b4b2ea81b12c8,01220001,0.0,0.0,53.337884,122,-6.265915,5.0,7.0,0122,no,0.0,33440.0,0.0,2017.0
u280PHcBXOWlsYmdNDro,0.0,15179.0,14.0,236.0,3794.0,0.0,1360.0,0.0,"[-6.275781, 53.332169]",2017-07-03 16:57:56,3.0,2.0,654.0,8.0,0,0.11583231997814879,14000.0,no,0.0,"151,95",16.0,595a71e2e45b4b17bd0395ef,01220001,0.0,0.0,53.332169,122,-6.275781,57.0,7.0,0122,no,0.0,33446.0,0.0,2017.0
w280PHcBXOWlsYmdNDro,0.0,73069.0,17.0,285.0,4566.0,0.0,1278.0,0.0,"[-6.259299, 53.348015]",2017-07-03 16:57:57,3.0,2.0,-59.0,4.0,0,0.06567336884205141,15000.0,no,0.0,"157,104",16.0,595a71e2e45b4b17bd0395f7,01220001,1.0,0.0,53.348015,122,-6.259299,57.0,7.0,0122,no,0.0,33564.0,0.0,2017.0
H280PHcBXOWlsYmdNDvo,31.0,18278.0,17.0,285.0,4569.0,0.0,84.0,0.0,"[-6.264284, 53.360161]",2017-07-03 16:58:13,3.0,2.0,-54.0,4.0,0,0.0841367244214362,25000.0,no,0.0,"155,111",16.0,595a71e2e45b4b17bd039656,01220001,1.0,0.0,53.360161,122,-6.264284,58.0,7.0,0122,no,0.0,33440.0,0.0,2017.0
YW80PHcBXOWlsYmdNT6u,0.0,18277.0,17.0,285.0,4569.0,0.0,52.0,0.0,"[-6.264464, 53.356857]",2017-07-03 19:16:08,3.0,2.0,53.0,4.0,0,0.0,0.0,no,0.0,"155,109",19.0,595a89f9e45b4b17bd066557,01220001,0.0,0.0,53.356857,122,-6.264464,16.0,7.0,0122,no,0.0,33594.0,0.0,2017.0
j280PHcBXOWlsYmdNT6u,0.0,17919.0,17.0,279.0,4479.0,0.0,4456.0,0.0,"[-6.265642, 53.340576]",2017-07-03 19:16:10,3.0,2.0,-57.0,4.0,0,0.0,0.0,no,0.0,"154,100",19.0,595a89fde45b4b17bd066585,01220001,0.0,0.0,53.340576,122,-6.265642,16.0,7.0,0122,no,0.0,33446.0,0.0,2017.0
1m80PHcBXOWlsYmdNDvp,0.0,15179.0,14.0,236.0,3794.0,1.0,1360.0,0.0,"[-6.276622, 53.332022]",2017-07-03 16:58:21,3.0,2.0,654.0,8.0,0,0.058187881179874,25000.0,no,0.0,"151,95",16.0,595a71e2e45b4b17bd039714,01220001,0.0,1.0,53.332022,122,-6.276622,58.0,7.0,0122,no,0.0,33446.0,0.0,2017.0
7280PHcBXOWlsYmdNT-u,0.0,71743.0,17.0,279.0,4483.0,0.0,263.0,0.0,"[-6.264747, 53.356571]",2017-07-03 19:16:32,3.0,2.0,53.0,4.0,0,0.036933508769266966,24000.0,no,0.0,"155,109",19.0,595a8a13e45b4b17bd0666f7,01220001,0.0,0.0,53.356571,122,-6.264747,16.0,7.0,0122,no,0.0,33594.0,0.0,2017.0
em80PHcBXOWlsYmdNDzp,0.0,15153.0,14.0,236.0,3788.0,0.0,1365.0,0.0,"[-6.289229, 53.332447]",2017-07-03 16:58:21,3.0,2.0,-148.0,3.0,0,0.08829076430832614,35000.0,no,0.0,"147,95",16.0,595a71e3e45b4b17bd0397be,01220001,0.0,0.0,53.332447,122,-6.289229,58.0,7.0,0122,no,0.0,44133.0,0.0,2017.0
g280PHcBXOWlsYmdNUGv,0.0,71743.0,17.0,279.0,4483.0,0.0,263.0,0.0,"[-6.265035, 53.356274]",2017-07-03 19:16:49,3.0,2.0,53.0,4.0,0,0.038156985760822645,17000.0,no,0.0,"155,109",19.0,595a8a23e45b4b17bd0668a3,01220001,0.0,0.0,53.356274,122,-6.265035,16.0,7.0,0122,no,0.0,33594.0,0.0,2017.0
FG80PHcBXOWlsYmdNUXZ,-17.0,73070.0,17.0,285.0,4566.0,0.0,271.0,0.0,"[-6.260024, 53.349735]",2017-07-03 12:06:25,3.0,2.0,-305.0,1.0,0,0.10563820647539213,20000.0,no,0.0,"156,105",12.0,595a2542e45b4b2ea81b16fb,01220001,0.0,0.0,53.349735,122,-6.260024,6.0,7.0,0122,no,0.0,44010.0,0.0,2017.0
7G80PHcBXOWlsYmdNkiV,0.0,73060.0,17.0,285.0,4565.0,0.0,1278.0,0.0,"[-6.258009, 53.346347]",2017-07-03 16:59:03,3.0,2.0,520.0,7.0,0,0.0,0.0,no,0.0,"157,103",16.0,595a71e4e45b4b17bd039c83,01220001,0.0,0.0,53.346347,122,-6.258009,59.0,7.0,0122,no,0.0,33594.0,0.0,2017.0
Qm80PHcBXOWlsYmdNkmV,0.0,73069.0,17.0,285.0,4566.0,0.0,1278.0,0.0,"[-6.259227, 53.347838]",2017-07-03 16:59:05,3.0,2.0,-6.0,4.0,0,0.0,0.0,no,0.0,"157,104",16.0,595a71e4e45b4b17bd039cd9,01220001,0.0,0.0,53.347838,122,-6.259227,59.0,7.0,0122,no,0.0,33564.0,0.0,2017.0
uW80PHcBXOWlsYmdNkmW,0.0,15153.0,14.0,236.0,3788.0,0.0,1366.0,0.0,"[-6.291086, 53.333307]",2017-07-03 16:59:06,3.0,2.0,-122.0,3.0,0,0.0,0.0,no,0.0,"146,96",16.0,595a71e4e45b4b17bd039d50,01220001,0.0,0.0,53.333307,122,-6.291086,59.0,7.0,0122,no,0.0,44133.0,0.0,2017.0
C280PHcBXOWlsYmdNkur,0.0,73066.0,17.0,285.0,4566.0,0.0,263.0,0.0,"[-6.264137, 53.355032]",2017-07-03 19:17:07,3.0,2.0,53.0,4.0,0,0.15041453504430305,18000.0,no,0.0,"155,108",19.0,595a8a35e45b4b17bd066a6f,01220001,0.0,0.0,53.355032,122,-6.264137,17.0,7.0,0122,no,0.0,33594.0,0.0,2017.0
Jm80PHcBXOWlsYmdNkur,18.0,17919.0,17.0,279.0,4479.0,0.0,1284.0,0.0,"[-6.265806, 53.339859]",2017-07-03 19:17:08,3.0,2.0,-19.0,4.0,0,0.008178090115538456,17000.0,no,0.0,"154,100",19.0,595a8a35e45b4b17bd066a8c,01220001,1.0,0.0,53.339859,122,-6.265806,17.0,7.0,0122,no,0.0,33446.0,0.0,2017.0
eG80PHcBXOWlsYmdN05a,0.0,73070.0,17.0,285.0,4566.0,0.0,271.0,0.0,"[-6.25981, 53.34924]",2017-07-03 12:06:47,3.0,2.0,-305.0,1.0,0,0.0,0.0,no,0.0,"156,105",12.0,595a2556e45b4b2ea81b189c,01220001,0.0,0.0,53.34924,122,-6.25981,6.0,7.0,0122,no,0.0,44010.0,0.0,2017.0
8W80PHcBXOWlsYmdN05a,0.0,4452.0,17.0,277.0,4452.0,0.0,74.0,0.0,"[-6.300451, 53.36732]",2017-07-03 12:06:49,3.0,2.0,-32.0,4.0,0,0.0,0.0,no,0.0,"143,115",12.0,595a255ae45b4b2ea81b1915,01220001,0.0,0.0,53.36732,122,-6.300451,6.0,7.0,0122,no,0.0,33589.0,0.0,2017.0
GG80PHcBXOWlsYmdN09a,0.0,15188.0,14.0,236.0,3796.0,0.0,1285.0,0.0,"[-6.265262, 53.334865]",2017-07-03 12:06:50,3.0,2.0,223.0,6.0,0,0.0,0.0,no,0.0,"155,97",12.0,595a2564e45b4b2ea81b193c,01220001,0.0,0.0,53.334865,122,-6.265262,6.0,7.0,0122,no,0.0,33440.0,0.0,2017.0
3G80PHcBXOWlsYmdNkys,0.0,17919.0,17.0,279.0,4479.0,0.0,1284.0,0.0,"[-6.26611, 53.338483]",2017-07-03 19:17:37,3.0,2.0,-50.0,4.0,0,0.0,0.0,no,0.0,"154,99",19.0,595a8a56e45b4b17bd066c48,01220001,0.0,0.0,53.338483,122,-6.26611,17.0,7.0,0122,no,0.0,33446.0,0.0,2017.0
im80PHcBXOWlsYmdN1Bb,15.0,15188.0,14.0,236.0,3796.0,0.0,1285.0,0.0,"[-6.265275, 53.334442]",2017-07-03 12:07:09,3.0,2.0,238.0,6.0,0,0.04704337382557293,19000.0,no,0.0,"155,97",12.0,595a2570e45b4b2ea81b1ab9,01220001,0.0,0.0,53.334442,122,-6.265275,7.0,7.0,0122,no,0.0,33440.0,0.0,2017.0
Z280PHcBXOWlsYmdN1Jl,0.0,18278.0,17.0,285.0,4569.0,1.0,84.0,0.0,"[-6.2637, 53.360113]",2017-07-03 16:59:10,3.0,2.0,-14.0,4.0,0,0.0,0.0,no,0.0,"155,111",16.0,595a71e4e45b4b17bd039e2e,01220001,0.0,0.0,53.360113,122,-6.2637,59.0,7.0,0122,no,0.0,33440.0,0.0,2017.0
mm80PHcBXOWlsYmdN1Jl,0.0,73060.0,17.0,285.0,4565.0,0.0,1278.0,0.0,"[-6.257565, 53.346035]",2017-07-03 16:59:12,3.0,2.0,520.0,7.0,0,0.045522067822299124,9000.0,no,0.0,"157,103",16.0,595a71e4e45b4b17bd039e61,01220001,0.0,0.0,53.346035,122,-6.257565,59.0,7.0,0122,no,0.0,33594.0,0.0,2017.0
om80PHcBXOWlsYmdN1Jl,0.0,4474.0,17.0,279.0,4474.0,0.0,832.0,0.0,"[-6.294124, 53.363791]",2017-07-03 16:59:12,3.0,2.0,13.0,4.0,0,0.0,0.0,no,0.0,"145,113",16.0,595a71e4e45b4b17bd039e69,01220001,0.0,0.0,53.363791,122,-6.294124,59.0,7.0,0122,no,0.0,44138.0,0.0,2017.0
QW80PHcBXOWlsYmdN1Nl,0.0,73069.0,17.0,285.0,4566.0,0.0,1278.0,0.0,"[-6.258818, 53.347107]",2017-07-03 16:59:24,3.0,2.0,-6.0,4.0,0,0.08569757652607737,19000.0,no,0.0,"157,104",16.0,595a71e4e45b4b17bd039f0d,01220001,0.0,0.0,53.347107,122,-6.258818,59.0,7.0,0122,no,0.0,33564.0,0.0,2017.0
PG80PHcBXOWlsYmdN1Vm,0.0,73058.0,17.0,285.0,4565.0,0.0,1278.0,0.0,"[-6.258435, 53.346666]",2017-07-03 16:59:57,3.0,2.0,-6.0,4.0,0,0.05523566110421952,33000.0,no,0.0,"157,103",16.0,595a71e5e45b4b17bd03a11a,01220001,0.0,0.0,53.346666,122,-6.258435,59.0,7.0,0122,no,0.0,33564.0,0.0,2017.0
Rm80PHcBXOWlsYmdN1Vm,0.0,15155.0,14.0,236.0,3788.0,1.0,1363.0,0.0,"[-6.285217, 53.331879]",2017-07-03 16:59:57,3.0,2.0,601.0,8.0,0,0.0,0.0,no,0.0,"148,95",16.0,595a71e5e45b4b17bd03a125,01220001,0.0,0.0,53.331879,122,-6.285217,59.0,7.0,0122,no,0.0,33446.0,0.0,2017.0
vm80PHcBXOWlsYmdOF1M,0.0,4474.0,17.0,279.0,4474.0,0.0,74.0,0.0,"[-6.299458, 53.367298]",2017-07-03 12:07:33,3.0,2.0,-4.0,4.0,0,0.061876412198711275,24000.0,no,0.0,"143,115",12.0,595a2586e45b4b2ea81b1c41,01220001,0.0,0.0,53.367298,122,-6.299458,7.0,7.0,0122,no,0.0,33589.0,0.0,2017.0
wG80PHcBXOWlsYmdOF1M,0.0,15187.0,14.0,236.0,3796.0,0.0,1286.0,0.0,"[-6.265277, 53.33413]",2017-07-03 12:07:33,3.0,2.0,238.0,6.0,0,0.03469307127997201,24000.0,no,0.0,"155,96",12.0,595a2586e45b4b2ea81b1c43,01220001,0.0,0.0,53.33413,122,-6.265277,7.0,7.0,0122,no,0.0,33440.0,0.0,2017.0
Y280PHcBXOWlsYmdOFsy,0.0,73067.0,17.0,285.0,4566.0,0.0,271.0,0.0,"[-6.261246, 53.35251]",2017-07-03 19:18:06,3.0,2.0,16.0,4.0,0,0.15441139314449073,14000.0,no,0.0,"156,107",19.0,595a8a6de45b4b17bd066f3a,01220001,1.0,0.0,53.35251,122,-6.261246,18.0,7.0,0122,no,0.0,33594.0,0.0,2017.0
n280PHcBXOWlsYmdOFsy,0.0,15188.0,14.0,236.0,3796.0,0.0,1285.0,0.0,"[-6.265774, 53.337442]",2017-07-03 19:18:08,3.0,2.0,-50.0,4.0,0,0.07011867182188991,16000.0,no,0.0,"154,98",19.0,595a8a73e45b4b17bd066f79,01220001,1.0,0.0,53.337442,122,-6.265774,18.0,7.0,0122,no,0.0,33446.0,0.0,2017.0
